,title,description,channelId,thumbnails,etag,id,kind,snippet,keywords,topicIds,topicCategories,videoCount,viewCount,subscriberCount
50,피지컬갤러리,"재밌고 유익한 체형교정과 재활 정보를 알려주는 빡빡이 아저씨를 볼 수 있는 채널.

제휴
- amit G alon (Muscle&Motion)

제공되는 정보들은 의학적 진단, 진료 혹은 치료를 대신하려는 목적이 아니며, 건강상태에 관한 의문점이나 걱정이 있다면 실제 전문의사/전문가를 찾아 진단을 받아야 합니다.

100k 2018 04 09
200k 2018 06 30
450k 2018 12 28",UCdtRAcd3L_UpV4tMXCw63NQ,https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/DwWdmFGCG6P1PslTjmyZDELFkaY""",XMm1RFsYKmsKG2GYc6kuBiykUlShx62h9ZiHEpEmI4Q,youtube#subscription,"{'publishedAt': '2018-12-12T10:43:42.754Z', 'title': '피지컬갤러리', 'description': '재밌고 유익한 체형교정과 재활 정보를 알려주는 빡빡이 아저씨를 볼 수 있는 채널.\n\n제휴\n- amit G alon (Muscle&Motion)\n\n제공되는 정보들은 의학적 진단, 진료 혹은 치료를 대신하려는 목적이 아니며, 건강상태에 관한 의문점이나 걱정이 있다면 실제 전문의사/전문가를 찾아 진단을 받아야 합니다.\n\n100k 2018 04 09\n200k 2018 06 30\n450k 2018 12 28', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCdtRAcd3L_UpV4tMXCw63NQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}",체형교정 스트레칭 빡빡이 빡빡이아저씨 피지컬갤러리,NULL,NULL,456,199173783,1670000
51,hoonilife,"안녕하세요

출생은 
한국 경기도 용인
현재는
일본 홋카이도 삿뽀로 거주
언제나 
자칭 아지트에서 영상제작중

크리에이터의 길을 가겠다고 결심한
40대 아재 후니아재입니다

많은 응원부탁드립니다 

여러문의는 ↓↓

메일 hoon2136@gmail.com
또는
인스타그램 @hoon2136 DM으로
연락주세요",UCP7p2SX81x6hEXnmVDCPR7g,https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/BenT0YzjCulOSg2WfyMmZBxiyF4""",XMm1RFsYKmsKG2GYc6kuBv2HWcWG1qRlcXoBz2wjZsk,youtube#subscription,"{'publishedAt': '2019-12-06T14:52:24.088Z', 'title': 'hoonilife', 'description': '안녕하세요\n\n출생은 \n한국 경기도 용인\n현재는\n일본 홋카이도 삿뽀로 거주\n언제나 \n자칭 아지트에서 영상제작중\n\n크리에이터의 길을 가겠다고 결심한\n40대 아재 후니아재입니다\n\n많은 응원부탁드립니다 \n\n여러문의는 ↓↓\n\n메일 hoon2136@gmail.com\n또는\n인스타그램 @hoon2136 DM으로\n연락주세요', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCP7p2SX81x6hEXnmVDCPR7g'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}","일본요리 일식 일본식 오로시 회뜨기 손질 일식셰프 먹방 레시피 낚시 일본 후니 생선 회 반찬 요리 사시미 ""Japanese food"" ""japanese sashimi"" sushi fishing ""japanese style"" recipe ""eating show"" mukbang fishing cooking shef ""japanese shef"" rowfish filleting ""how to fillet"" ""how to make"" sushi sashimi","['/m/02wbm', '/m/019_rr', '/m/02wbm', '/m/068hy']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Pet', 'https://en.wikipedia.org/wiki/Food']",388,18910583,132000
52,Clicker,"Hello! 
This is a Clicker that produces videos in stop motion.

Stop motion take a lot of time and labor to produce.
Even if it’s not a video with fancy CG, And through the analog vibes that only the video has,
I want the viewers to experience a moment of healing and pleasure from the unique atmosphere of stop motion. ☺

-
안녕하세요! 
스톱모션으로 영상을 제작하는 Clicker 입니다.

스톱모션 영상은 제작하는 과정에 많은 시간과 노동이 들어가지만,
그 영상만이 가지고 있는 아날로그한 감성을 통해 화려한 CG를 가진 영상이 아니더라도,
보는 사람들로 하여금 스톱모션 고유의 분위기로 잠깐의 힐링과 즐거움을 얻고 가셨으면 합니다. :)",UCEj3EHFwSOfadwufHnZlNNQ,https://yt3.ggpht.com/-pEw3Tb5t5SM/AAAAAAAAAAI/AAAAAAAAAAA/UjE5nWFrwWY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/NU1Z-v1mxr0MsISionJTjleXL-8""",XMm1RFsYKmvBkbp-hf4RyucVLbgUC1oInV2Hs4FN3zs,youtube#subscription,"{'publishedAt': '2020-03-11T14:01:55.376Z', 'title': 'Clicker', 'description': 'Hello! \nThis is a Clicker that produces videos in stop motion.\n\nStop motion take a lot of time and labor to produce.\nEven if it’s not a video with fancy CG, And through the analog vibes that only the video has,\nI want the viewers to experience a moment of healing and pleasure from the unique atmosphere of stop motion. ☺\n\n-\n안녕하세요! \n스톱모션으로 영상을 제작하는 Clicker 입니다.\n\n스톱모션 영상은 제작하는 과정에 많은 시간과 노동이 들어가지만,\n그 영상만이 가지고 있는 아날로그한 감성을 통해 화려한 CG를 가진 영상이 아니더라도,\n보는 사람들로 하여금 스톱모션 고유의 분위기로 잠깐의 힐링과 즐거움을 얻고 가셨으면 합니다. :)', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCEj3EHFwSOfadwufHnZlNNQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-pEw3Tb5t5SM/AAAAAAAAAAI/AAAAAAAAAAA/UjE5nWFrwWY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-pEw3Tb5t5SM/AAAAAAAAAAI/AAAAAAAAAAA/UjE5nWFrwWY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-pEw3Tb5t5SM/AAAAAAAAAAI/AAAAAAAAAAA/UjE5nWFrwWY/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}",NULL,"['/m/02wbm', '/m/019_rr', '/m/02wbm', '/m/03glg']","['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Food']",10,26057110,286000
53,선우정아 / Sunwoojunga,,UC1vXYaW1fjBrncwFoOqHaaQ,https://yt3.ggpht.com/-_krQ0Q7ZXUg/AAAAAAAAAAI/AAAAAAAAAAA/5XOgSgP7698/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/DeLzs8Fg1NySSxaFeWMMhkDJAaY""",XMm1RFsYKmtAqoa2erMGwwPubZdnxc_GLMsweTzmn60,youtube#subscription,"{'publishedAt': '2020-03-15T12:34:22.178Z', 'title': '선우정아 / Sunwoojunga', 'description': '', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC1vXYaW1fjBrncwFoOqHaaQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-_krQ0Q7ZXUg/AAAAAAAAAAI/AAAAAAAAAAA/5XOgSgP7698/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-_krQ0Q7ZXUg/AAAAAAAAAAI/AAAAAAAAAAA/5XOgSgP7698/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-_krQ0Q7ZXUg/AAAAAAAAAAI/AAAAAAAAAAA/5XOgSgP7698/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}","SWJA 선우정아 sunwoojunga ""매직스트로베리 사운드"" msb","['/m/04rlf', '/m/04rlf']",['https://en.wikipedia.org/wiki/Music'],89,4004574,40800
54,na 982,"IT회사 입사자를 대상으로 코딩테스트 강의를 올리고있습니다
주로 삼성 SW역량평가 기출문제를 다루고 있습니다
함께 공부하시면 꼭 합격하실수 있습니다",UC_KRcBNnFQoN6EsvG87H6cg,https://yt3.ggpht.com/-NGdrwpVLxrg/AAAAAAAAAAI/AAAAAAAAAAA/Ujwg0vtZQ38/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/dRIYEQkaxaep15OUxQc-ZlVIE-o""",XMm1RFsYKmtAqoa2erMGw5vXYHUplG5f0FSBXtPfMjs,youtube#subscription,"{'publishedAt': '2018-12-29T05:33:56.686Z', 'title': 'na 982', 'description': 'IT회사 입사자를 대상으로 코딩테스트 강의를 올리고있습니다\n주로 삼성 SW역량평가 기출문제를 다루고 있습니다\n함께 공부하시면 꼭 합격하실수 있습니다', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC_KRcBNnFQoN6EsvG87H6cg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-NGdrwpVLxrg/AAAAAAAAAAI/AAAAAAAAAAA/Ujwg0vtZQ38/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-NGdrwpVLxrg/AAAAAAAAAAI/AAAAAAAAAAA/Ujwg0vtZQ38/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-NGdrwpVLxrg/AAAAAAAAAAI/AAAAAAAAAAA/Ujwg0vtZQ38/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}",live coding interview,NULL,NULL,47,59508,2270
55,naver d2,"NAVER D2(https://d2.naver.com)의 공식 YOUTUBE 채널입니다. 

더욱 다양한 영상을 보시려면 NAVER Engineering TV를 참고하세요. https://tv.naver.com/naverd2",UCNrehnUq7Il-J7HQxrzp7CA,https://yt3.ggpht.com/-XgU_sJ781Z8/AAAAAAAAAAI/AAAAAAAAAAA/cbNHDCrIxwg/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/XKlM-WrpFrQo6WGffxMZ_i-Agbs""",XMm1RFsYKmtAqoa2erMGw_pNhnheYlXpqKLrUCPQRJ8,youtube#subscription,"{'publishedAt': '2018-06-19T16:59:47.438Z', 'title': 'naver d2', 'description': 'NAVER D2(https://d2.naver.com)의 공식 YOUTUBE 채널입니다. \n\n더욱 다양한 영상을 보시려면 NAVER Engineering TV를 참고하세요. https://tv.naver.com/naverd2', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCNrehnUq7Il-J7HQxrzp7CA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-XgU_sJ781Z8/AAAAAAAAAAI/AAAAAAAAAAA/cbNHDCrIxwg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-XgU_sJ781Z8/AAAAAAAAAAI/AAAAAAAAAAA/cbNHDCrIxwg/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-XgU_sJ781Z8/AAAAAAAAAAI/AAAAAAAAAAA/cbNHDCrIxwg/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}",NULL,NULL,NULL,335,466193,9840
56,EO,Entrepreneurship&Opportunities,UCQ2DWm5Md16Dc3xRwwhVE7Q,https://yt3.ggpht.com/-_RW3zhqfZnA/AAAAAAAAAAI/AAAAAAAAAAA/QosXP6ue9wg/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/v9CMR64Cx7PTL4RizjSxtzlQjDs""",XMm1RFsYKmtAqoa2erMGw2cUFxDbHbd6rOBhH5P9b4g,youtube#subscription,"{'publishedAt': '2019-12-04T10:02:29.888Z', 'title': 'EO', 'description': 'Entrepreneurship&Opportunities', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCQ2DWm5Md16Dc3xRwwhVE7Q'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-_RW3zhqfZnA/AAAAAAAAAAI/AAAAAAAAAAA/QosXP6ue9wg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-_RW3zhqfZnA/AAAAAAAAAAI/AAAAAAAAAAA/QosXP6ue9wg/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-_RW3zhqfZnA/AAAAAAAAAAI/AAAAAAAAAAA/QosXP6ue9wg/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}",스타트업 창업 사업 비즈니스 기업가정신 개발자 디자이너 투자 유니콘,NULL,NULL,212,10638817,163000
57,Google Developers,"The Google Developers channel features talks from events, educational series, best practices, tips, and the latest updates across our products and platforms.",UC_x5XG1OV2P6uZZ5FSM9Ttw,https://yt3.ggpht.com/-Fgp8KFpgQqE/AAAAAAAAAAI/AAAAAAAAAAA/Wyh1vV5Up0I/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/l5UHP_WlWfGQVythCwLHlXBjpe8""",XMm1RFsYKmtAqoa2erMGw7_kX7I4hKOkMtuSbTzZfLo,youtube#subscription,"{'publishedAt': '2018-06-26T04:38:25.278Z', 'title': 'Google Developers', 'description': 'The Google Developers channel features talks from events, educational series, best practices, tips, and the latest updates across our products and platforms.', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC_x5XG1OV2P6uZZ5FSM9Ttw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Fgp8KFpgQqE/AAAAAAAAAAI/AAAAAAAAAAA/Wyh1vV5Up0I/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Fgp8KFpgQqE/AAAAAAAAAAI/AAAAAAAAAAA/Wyh1vV5Up0I/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Fgp8KFpgQqE/AAAAAAAAAAI/AAAAAAAAAAA/Wyh1vV5Up0I/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}","""google developers"" developers ""Google developers videos"" ""google developer tutorials"" ""developer tutorials"" ""developer news"" android firebase tensorflow chrome web flutter ""google developer experts"" ""google launchpad"" ""developer updates"" google ""google design""",NULL,NULL,5180,170081188,2020000
58,이과장,managerlee18@gmail.com,UCtfriFvIe5gIe8wRWb8UTMg,https://yt3.ggpht.com/-B5wdaQvfSDo/AAAAAAAAAAI/AAAAAAAAAAA/bxh0oe5o2lQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/sgMwAYnMdloGJZY8Op5NUZO668g""",XMm1RFsYKmtAqoa2erMGwxNPknlwVmFFD2j3mm6WL_w,youtube#subscription,"{'publishedAt': '2019-04-24T13:44:58.504Z', 'title': '이과장', 'description': 'managerlee18@gmail.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCtfriFvIe5gIe8wRWb8UTMg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-B5wdaQvfSDo/AAAAAAAAAAI/AAAAAAAAAAA/bxh0oe5o2lQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-B5wdaQvfSDo/AAAAAAAAAAI/AAAAAAAAAAA/bxh0oe5o2lQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-B5wdaQvfSDo/AAAAAAAAAAI/AAAAAAAAAAA/bxh0oe5o2lQ/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}",NULL,NULL,NULL,164,22113841,134000
59,9bul,영화보다 재밌는 병맛리뷰,UCb_GEWOGkCTXawWZKDtALwg,https://yt3.ggpht.com/-Qf-4f7pqZiE/AAAAAAAAAAI/AAAAAAAAAAA/S2PlqVor9d8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/bw9o88rDqiX1MGukPTyFKtzaPXk""",XMm1RFsYKmsKG2GYc6kuBtCtc3z7bIEWFjqIjzQPBr0,youtube#subscription,"{'publishedAt': '2019-01-31T17:01:59.753Z', 'title': '9bul', 'description': '영화보다 재밌는 병맛리뷰', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCb_GEWOGkCTXawWZKDtALwg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Qf-4f7pqZiE/AAAAAAAAAAI/AAAAAAAAAAA/S2PlqVor9d8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Qf-4f7pqZiE/AAAAAAAAAAI/AAAAAAAAAAA/S2PlqVor9d8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Qf-4f7pqZiE/AAAAAAAAAAI/AAAAAAAAAAA/S2PlqVor9d8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}",9bul 구불 병맛리뷰 시바견 진돗개,"['/m/02vxn', '/m/02jjt', '/m/02vxn']","['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Entertainment']",164,132756205,548000
60,사물궁이 잡학지식,"Samulgoongi tells stories in answering random questions that anyone might have thought of, but did not find the answer to.

- Contact  : facebookspeedwg@gmail.com

 Copyright. Samulgoongi. All rights reserved",UC7F6UDq3gykPZHWRhrj_BDw,https://yt3.ggpht.com/-tJ09G-xduk0/AAAAAAAAAAI/AAAAAAAAAAA/U6_tSddJ_hc/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/4YvBfxoMSe9j72rLdLJQQz__VCM""",XMm1RFsYKmvBkbp-hf4RyrSqD8yO4fBtO5MEbNe60vg,youtube#subscription,"{'publishedAt': '2019-04-07T10:19:50.698Z', 'title': '사물궁이 잡학지식', 'description': 'Samulgoongi tells stories in answering random questions that anyone might have thought of, but did not find the answer to.\n\n- Contact  : facebookspeedwg@gmail.com\n\n Copyright. Samulgoongi. All rights reserved', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC7F6UDq3gykPZHWRhrj_BDw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-tJ09G-xduk0/AAAAAAAAAAI/AAAAAAAAAAA/U6_tSddJ_hc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-tJ09G-xduk0/AAAAAAAAAAI/AAAAAAAAAAA/U6_tSddJ_hc/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-tJ09G-xduk0/AAAAAAAAAAI/AAAAAAAAAAA/U6_tSddJ_hc/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}",과학 궁금증 잡학 호기심 사물궁이 지식,NULL,NULL,155,112140167,1070000
61,집꾸미기 House Room Tour,"집에 대한 이야기가 시작되는 곳,
여기는 집꾸미기 입니다 :)",UChmUHlBjbIquOygkGNReCoA,https://yt3.ggpht.com/-S6adksE7R10/AAAAAAAAAAI/AAAAAAAAAAA/4nsLkVvf8VQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/6Eq9cjupRsqncCI-R1Ic8fvky1Q""",XMm1RFsYKmsKG2GYc6kuBsp_DnSNxnjuY8IKt4Qd6mc,youtube#subscription,"{'publishedAt': '2019-12-19T22:59:42.627Z', 'title': '집꾸미기 House Room Tour', 'description': '집에 대한 이야기가 시작되는 곳,\n여기는 집꾸미기 입니다 :)', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UChmUHlBjbIquOygkGNReCoA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-S6adksE7R10/AAAAAAAAAAI/AAAAAAAAAAA/4nsLkVvf8VQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-S6adksE7R10/AAAAAAAAAAI/AAAAAAAAAAA/4nsLkVvf8VQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-S6adksE7R10/AAAAAAAAAAI/AAAAAAAAAAA/4nsLkVvf8VQ/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}","인테리어 집꾸미기 interior ""home furnishing"" ""집 꾸미기"" 자취방 원룸 투룸 방꾸미기 diy 셀프인테리어 house ""home interior"" ""자취방 꾸미기"" 신혼집 신혼부부 ""원룸 인테리어"" 집 house interiordeco 홈스타그램 홈스타일링 집스타그램 집인테리어 원룸인테리어 원룸꾸미기 자취방 자취방꾸미기 ""신혼집 인테리어""",NULL,NULL,140,30064924,452000
62,딥러닝논문읽기모임,,UCDULrK2OJsiDhFroa2Aj_LQ,https://yt3.ggpht.com/-2tCk-NPIkao/AAAAAAAAAAI/AAAAAAAAAAA/q8eG5fe83-8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/I0g-7KBhFsssfCEnqVc6oaTjfF8""",XMm1RFsYKmvBkbp-hf4RykYKf032_gxutJamEGmw_wk,youtube#subscription,"{'publishedAt': '2020-02-13T13:24:00.706Z', 'title': '딥러닝논문읽기모임', 'description': '', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCDULrK2OJsiDhFroa2Aj_LQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-2tCk-NPIkao/AAAAAAAAAAI/AAAAAAAAAAA/q8eG5fe83-8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-2tCk-NPIkao/AAAAAAAAAAI/AAAAAAAAAAA/q8eG5fe83-8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-2tCk-NPIkao/AAAAAAAAAAI/AAAAAAAAAAA/q8eG5fe83-8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}","딥러닝 딥러닝논문 자연어처리 NLP 이미지처리 imageprocessing ""self attention"" bert",NULL,NULL,41,12044,1060
63,GoGoMovie 고고무비,"세상에 재미없는 영화는 없다!
존재하는 모든영화를 '소개'하다.

유명하지 않은 영화들이
많이 알려졌으면 하는 마음에
만든 채널입니다.

숨은 명작 찾기!
저는 여러분이 몰랐던 영화를
수면위로 올리기만 할 뿐,
제가 소개한 영화들은 '직접' 보시는 것을
권장합니다.

오늘도 좋은 하루 보내세요!",UC9xVGd0xuRsYmla53YAIkJw,https://yt3.ggpht.com/-37yccGajvCs/AAAAAAAAAAI/AAAAAAAAAAA/AJytOVP200k/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/_nOlPvF3sAh9fwZmxmZcLKhd01g""",XMm1RFsYKmsKG2GYc6kuBtILxxjOsT1Wd_OLrL_7b-g,youtube#subscription,"{'publishedAt': '2019-03-16T06:40:29.569Z', 'title': 'GoGoMovie 고고무비', 'description': ""세상에 재미없는 영화는 없다!\n존재하는 모든영화를 '소개'하다.\n\n유명하지 않은 영화들이\n많이 알려졌으면 하는 마음에\n만든 채널입니다.\n\n숨은 명작 찾기!\n저는 여러분이 몰랐던 영화를\n수면위로 올리기만 할 뿐,\n제가 소개한 영화들은 '직접' 보시는 것을\n권장합니다.\n\n오늘도 좋은 하루 보내세요!"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC9xVGd0xuRsYmla53YAIkJw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-37yccGajvCs/AAAAAAAAAAI/AAAAAAAAAAA/AJytOVP200k/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-37yccGajvCs/AAAAAAAAAAI/AAAAAAAAAAA/AJytOVP200k/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-37yccGajvCs/AAAAAAAAAAI/AAAAAAAAAAA/AJytOVP200k/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}",영화;공포영화;영화리뷰;고고무비;gogomovie;스릴러;범죄영화;movie;영화추천;영화소개,"['/m/02vxn', '/m/02jjt', '/m/02vxn']","['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",64,66467293,312000
