,title,description,channelId,thumbnails,etag,id,kind,snippet
36,You Han Lee,"카이스트에서 Computational chemistry 를 전공하고
현재 한국원자력연구원에서 Data science 업무를 맡고 있습니다.

DS, DL, ML 을 공부하기에 캐글이 최고입니다.

캐글 대회 팁을 마음껏 나눠보려고 합니다.

I majored in Computational chemistry at KAIST.
Currently, I'm in charge of data science at the Korea Atomic Energy Research Institute.

Kaggle is the best for studying DS, DL, ML.

I would like to share the tips of the Kaggle Tour in my channel.",UC--LgKcZVgffjsxudoXg5pQ,https://yt3.ggpht.com/-SjETwqADck0/AAAAAAAAAAI/AAAAAAAAAAA/ANROl9DiLWc/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/XYBp8nPe5VWc8Ht5dZ0reJPGalA""",XMm1RFsYKmtAqoa2erMGw1RqcSMe4T0DC-rKXNGTYc4,youtube#subscription,"{'publishedAt': '2020-04-04T05:01:27.768Z', 'title': 'You Han Lee', 'description': ""카이스트에서 Computational chemistry 를 전공하고\n현재 한국원자력연구원에서 Data science 업무를 맡고 있습니다.\n\nDS, DL, ML 을 공부하기에 캐글이 최고입니다.\n\n캐글 대회 팁을 마음껏 나눠보려고 합니다.\n\nI majored in Computational chemistry at KAIST.\nCurrently, I'm in charge of data science at the Korea Atomic Energy Research Institute.\n\nKaggle is the best for studying DS, DL, ML.\n\nI would like to share the tips of the Kaggle Tour in my channel."", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC--LgKcZVgffjsxudoXg5pQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-SjETwqADck0/AAAAAAAAAAI/AAAAAAAAAAA/ANROl9DiLWc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-SjETwqADck0/AAAAAAAAAAI/AAAAAAAAAAA/ANROl9DiLWc/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-SjETwqADck0/AAAAAAAAAAI/AAAAAAAAAAA/ANROl9DiLWc/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
37,총몇명,"광고 및 비즈니스 문의 : 
chongmmyung@sandbox.co.kr
페이스북 : facebook.com/chongmmyung/
주소 : 서울특별시 강남구 테헤란로 518 15층 샌드박스 네트워크 ""총몇명""",UCRuSxVu4iqTK5kCh90ntAgA,https://yt3.ggpht.com/-ChODoXYhmHc/AAAAAAAAAAI/AAAAAAAAAAA/j0-N2myM5Bw/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/11vfzhQE7sNmFqxb-QajPKCJMK8""",XMm1RFsYKmsKG2GYc6kuBhJlDufE_LOtn6bVg6crL4I,youtube#subscription,"{'publishedAt': '2018-01-01T05:19:56.330Z', 'title': '총몇명', 'description': '광고 및 비즈니스 문의 : \nchongmmyung@sandbox.co.kr\n페이스북 : facebook.com/chongmmyung/\n주소 : 서울특별시 강남구 테헤란로 518 15층 샌드박스 네트워크 ""총몇명""', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCRuSxVu4iqTK5kCh90ntAgA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-ChODoXYhmHc/AAAAAAAAAAI/AAAAAAAAAAA/j0-N2myM5Bw/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-ChODoXYhmHc/AAAAAAAAAAI/AAAAAAAAAAA/j0-N2myM5Bw/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-ChODoXYhmHc/AAAAAAAAAAI/AAAAAAAAAAA/j0-N2myM5Bw/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
38,포크포크,"For a better world, we share story of humanity in the world.",UC-LM3vu8V1vMBz-CWzydeng,https://yt3.ggpht.com/-Kf9ORT9Pulw/AAAAAAAAAAI/AAAAAAAAAAA/lfTO4lShsyo/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/MYb0pMyIImsPXWzlxNpYbSWYNvY""",XMm1RFsYKmsKG2GYc6kuBoVP0-tP1v16UTWnwmHRyzY,youtube#subscription,"{'publishedAt': '2020-02-26T09:47:24.808Z', 'title': '포크포크', 'description': 'For a better world, we share story of humanity in the world.', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC-LM3vu8V1vMBz-CWzydeng'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Kf9ORT9Pulw/AAAAAAAAAAI/AAAAAAAAAAA/lfTO4lShsyo/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Kf9ORT9Pulw/AAAAAAAAAAI/AAAAAAAAAAA/lfTO4lShsyo/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Kf9ORT9Pulw/AAAAAAAAAAI/AAAAAAAAAAA/lfTO4lShsyo/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
39,최고다윽박,"매일 8~10시 업로드 입니다
구독 알람 해주세요~^^ ㅇㅋㅂ",UCg_lS-XS9Fh9I6Rl56Z8fpg,https://yt3.ggpht.com/-3xFg_SwfkGQ/AAAAAAAAAAI/AAAAAAAAAAA/QX6p6igfgWA/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/DyowRLzNtYEoNMdWkJPuFuALZs8""",XMm1RFsYKmsKG2GYc6kuBlsOFhpae0H7p_3kBki8g2k,youtube#subscription,"{'publishedAt': '2017-10-14T19:06:13.000Z', 'title': '최고다윽박', 'description': '매일 8~10시 업로드 입니다\n구독 알람 해주세요~^^ ㅇㅋㅂ', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCg_lS-XS9Fh9I6Rl56Z8fpg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-3xFg_SwfkGQ/AAAAAAAAAAI/AAAAAAAAAAA/QX6p6igfgWA/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-3xFg_SwfkGQ/AAAAAAAAAAI/AAAAAAAAAAA/QX6p6igfgWA/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-3xFg_SwfkGQ/AAAAAAAAAAI/AAAAAAAAAAA/QX6p6igfgWA/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
40,내셔널지오그래픽 - National Geographic Korea,"내셔널지오그래픽 코리아 유튜브 공식 채널!
'구독' 누르시고 팩츄얼 엔터테인먼트 컨텐츠들을 만나보세요.

내셔널지오그래픽을 시청한다는 것은,  단순한 시청을 넘어 지구와 인류를 위한 내셔널지오그래픽의 여정을 함께 하는 것입니다.",UCPECLB_-7T4WukChKqhjv8g,https://yt3.ggpht.com/-Pp-uSwAlVMo/AAAAAAAAAAI/AAAAAAAAAAA/n1NnAjK_1cY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/97fYcyJMKE_locctOzhQN4P8sVI""",XMm1RFsYKmtAqoa2erMGwwzm8PwbyHpB4yLtUmpodQ8,youtube#subscription,"{'publishedAt': '2015-10-10T18:20:18.000Z', 'title': '내셔널지오그래픽 - National Geographic Korea', 'description': ""내셔널지오그래픽 코리아 유튜브 공식 채널!\n'구독' 누르시고 팩츄얼 엔터테인먼트 컨텐츠들을 만나보세요.\n\n내셔널지오그래픽을 시청한다는 것은,  단순한 시청을 넘어 지구와 인류를 위한 내셔널지오그래픽의 여정을 함께 하는 것입니다."", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCPECLB_-7T4WukChKqhjv8g'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Pp-uSwAlVMo/AAAAAAAAAAI/AAAAAAAAAAA/n1NnAjK_1cY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Pp-uSwAlVMo/AAAAAAAAAAI/AAAAAAAAAAA/n1NnAjK_1cY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Pp-uSwAlVMo/AAAAAAAAAAI/AAAAAAAAAAA/n1NnAjK_1cY/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
41,티키틱 TIKITIK,"오늘이 무대, 티키틱🎵
다양한 뮤지컬과 단편 영상을 제작합니다.


신혁: https://www.instagram.com/project_sh
세진: https://www.instagram.com/3jin5
은택: https://www.instagram.com/wavideo
추추: https://www.instagram.com/choo__oong

티키틱 공식 계정(인스타): https://www.instagram.com/tikitik.official
티키틱 공식 계정(페북): https://www.facebook.com/tikitik.official",UCSQ55iSysqYErLRDC6ARi9w,https://yt3.ggpht.com/-V8k9tFwuNlw/AAAAAAAAAAI/AAAAAAAAAAA/Hd3-_RNKhz4/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/Ijhh5K9hOhgfCyCvCq2P6X0JyvU""",XMm1RFsYKmtAqoa2erMGwwTFNdDk7d_VKUD3pISzUcQ,youtube#subscription,"{'publishedAt': '2018-12-13T14:21:19.641Z', 'title': '티키틱 TIKITIK', 'description': '오늘이 무대, 티키틱🎵\n다양한 뮤지컬과 단편 영상을 제작합니다.\n\n\n신혁: https://www.instagram.com/project_sh\n세진: https://www.instagram.com/3jin5\n은택: https://www.instagram.com/wavideo\n추추: https://www.instagram.com/choo__oong\n\n티키틱 공식 계정(인스타): https://www.instagram.com/tikitik.official\n티키틱 공식 계정(페북): https://www.facebook.com/tikitik.official', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCSQ55iSysqYErLRDC6ARi9w'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-V8k9tFwuNlw/AAAAAAAAAAI/AAAAAAAAAAA/Hd3-_RNKhz4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-V8k9tFwuNlw/AAAAAAAAAAI/AAAAAAAAAAA/Hd3-_RNKhz4/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-V8k9tFwuNlw/AAAAAAAAAAI/AAAAAAAAAAA/Hd3-_RNKhz4/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
42,핫바리 - HOTBARI,정지환의 새로운 유튜브 채널,UCvj8E2-Gh14_0koba0h_7Dg,https://yt3.ggpht.com/-t_ZlbbgwSJ4/AAAAAAAAAAI/AAAAAAAAAAA/wwgZ0gCZQyY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/gBiTTLCQy95BqiK4gXWZ0dK5tQg""",XMm1RFsYKmtAqoa2erMGw5F8faby5hlue0OreF0cSKg,youtube#subscription,"{'publishedAt': '2020-01-16T13:20:19.573Z', 'title': '핫바리 - HOTBARI', 'description': '정지환의 새로운 유튜브 채널', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCvj8E2-Gh14_0koba0h_7Dg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-t_ZlbbgwSJ4/AAAAAAAAAAI/AAAAAAAAAAA/wwgZ0gCZQyY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-t_ZlbbgwSJ4/AAAAAAAAAAI/AAAAAAAAAAA/wwgZ0gCZQyY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-t_ZlbbgwSJ4/AAAAAAAAAAI/AAAAAAAAAAA/wwgZ0gCZQyY/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
43,박막례 할머니 Korea Grandma,"73세 박막례 할머니의 무한도전
인생은 아름다워!
할머니와 즐거운 하루 하루를 보내고, 기록 합니다.
이 채널의 방향은 할머니의 행복 입니다.",UCN8CPzwkYiDVLZlgD4JQgJQ,https://yt3.ggpht.com/-sTj2uP2p1Hg/AAAAAAAAAAI/AAAAAAAAAAA/ftuRI6q81YA/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/VwkTuwrBlXHyRPMSygCHzdbW0L8""",XMm1RFsYKmsKG2GYc6kuBs1_Ljj9zI1oZWHbCdEgOYc,youtube#subscription,"{'publishedAt': '2019-06-11T14:01:27.753Z', 'title': '박막례 할머니 Korea Grandma', 'description': '73세 박막례 할머니의 무한도전\n인생은 아름다워!\n할머니와 즐거운 하루 하루를 보내고, 기록 합니다.\n이 채널의 방향은 할머니의 행복 입니다.', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCN8CPzwkYiDVLZlgD4JQgJQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-sTj2uP2p1Hg/AAAAAAAAAAI/AAAAAAAAAAA/ftuRI6q81YA/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-sTj2uP2p1Hg/AAAAAAAAAAI/AAAAAAAAAAA/ftuRI6q81YA/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-sTj2uP2p1Hg/AAAAAAAAAAI/AAAAAAAAAAA/ftuRI6q81YA/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
44,HOZZAA2,약,UCv-3DJsuP0DBjQyknHaxncg,https://yt3.ggpht.com/-q2XUtwZ1niQ/AAAAAAAAAAI/AAAAAAAAAAA/Kl_ekVVAxjQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/e13UhRIKTnRXU7z01B3LEJtqIp8""",XMm1RFsYKmtAqoa2erMGwyCpDshkVKWX4WGBybmstJw,youtube#subscription,"{'publishedAt': '2019-03-27T14:27:14.796Z', 'title': 'HOZZAA2', 'description': '약', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCv-3DJsuP0DBjQyknHaxncg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-q2XUtwZ1niQ/AAAAAAAAAAI/AAAAAAAAAAA/Kl_ekVVAxjQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-q2XUtwZ1niQ/AAAAAAAAAAI/AAAAAAAAAAA/Kl_ekVVAxjQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-q2XUtwZ1niQ/AAAAAAAAAAI/AAAAAAAAAAA/Kl_ekVVAxjQ/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
45,리도동동Leedo,"시골 사는 천재 겸 찐따의 고급 병맛 코미디 채널
Cinematic Comedy Videos from Country Boy
비즈니스 문의 : leedongbiz@gmail.com",UCtnJcagkoCx-X7JI-yT0NjA,https://yt3.ggpht.com/-Q8fkmomYoCs/AAAAAAAAAAI/AAAAAAAAAAA/iK5j-cUs1Hs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/0__jr8Jz5b5PG4Fm99kT1MN0gHM""",XMm1RFsYKmtAqoa2erMGwzBgYl6NENOtRWoPuWk6OKg,youtube#subscription,"{'publishedAt': '2019-04-16T14:53:18.925Z', 'title': '리도동동Leedo', 'description': '시골 사는 천재 겸 찐따의 고급 병맛 코미디 채널\nCinematic Comedy Videos from Country Boy\n비즈니스 문의 : leedongbiz@gmail.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCtnJcagkoCx-X7JI-yT0NjA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Q8fkmomYoCs/AAAAAAAAAAI/AAAAAAAAAAA/iK5j-cUs1Hs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Q8fkmomYoCs/AAAAAAAAAAI/AAAAAAAAAAA/iK5j-cUs1Hs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Q8fkmomYoCs/AAAAAAAAAAI/AAAAAAAAAAA/iK5j-cUs1Hs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
46,Joe튜브,"돈벌기 위해 시작한 유튜브 이것저것 잡다한 컨텐츠를 합니다 

대한민국 모두가 부자가 되었으면 좋겠습니다.",UCag-vLxfCjAUNebW9gA0yRg,https://yt3.ggpht.com/-sdpI2mdg_Cg/AAAAAAAAAAI/AAAAAAAAAAA/z_0uWnZ2zZk/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/7HuzdTZ6Oa-TGy6smSvDkOnyNQA""",XMm1RFsYKmtAqoa2erMGw56qNXLCwz70T06Rwhe9a8A,youtube#subscription,"{'publishedAt': '2019-12-17T09:34:38.241Z', 'title': 'Joe튜브', 'description': '돈벌기 위해 시작한 유튜브 이것저것 잡다한 컨텐츠를 합니다 \n\n대한민국 모두가 부자가 되었으면 좋겠습니다.', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCag-vLxfCjAUNebW9gA0yRg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-sdpI2mdg_Cg/AAAAAAAAAAI/AAAAAAAAAAA/z_0uWnZ2zZk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-sdpI2mdg_Cg/AAAAAAAAAAI/AAAAAAAAAAA/z_0uWnZ2zZk/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-sdpI2mdg_Cg/AAAAAAAAAAI/AAAAAAAAAAA/z_0uWnZ2zZk/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
47,사나고 Sanago,"It's a guy's channel that makes anything with 3D pen.

Ask anything! uggnll@naver.com",UCd4FmcWIVdWAy0-Q8OJBloQ,https://yt3.ggpht.com/-Z8a2Erp5y48/AAAAAAAAAAI/AAAAAAAAAAA/XOdOc-8R-6g/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/0VKHl5zenqExX3VsxAK2cRBWT8U""",XMm1RFsYKmtAqoa2erMGw79ueCr-uLkL-xhqHqwJHTM,youtube#subscription,"{'publishedAt': '2019-07-19T08:24:42.940Z', 'title': '사나고 Sanago', 'description': ""It's a guy's channel that makes anything with 3D pen.\n\nAsk anything! uggnll@naver.com"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCd4FmcWIVdWAy0-Q8OJBloQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Z8a2Erp5y48/AAAAAAAAAAI/AAAAAAAAAAA/XOdOc-8R-6g/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Z8a2Erp5y48/AAAAAAAAAAI/AAAAAAAAAAA/XOdOc-8R-6g/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Z8a2Erp5y48/AAAAAAAAAAI/AAAAAAAAAAA/XOdOc-8R-6g/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
48,씨즐 Sizzle,Sizzle - Entertainment Cooking Vlog,UCo1FPeP7toPbyxMs18Di0VQ,https://yt3.ggpht.com/-26ZlDbBbVxw/AAAAAAAAAAI/AAAAAAAAAAA/ChDxd_9zzfk/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/Z2M_vf2UFARu-M9Ia3r6CEoQ548""",XMm1RFsYKmsKG2GYc6kuBmUPMc03_YDba2h6pByNffc,youtube#subscription,"{'publishedAt': '2018-05-19T23:55:21.550Z', 'title': '씨즐 Sizzle', 'description': 'Sizzle - Entertainment Cooking Vlog', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCo1FPeP7toPbyxMs18Di0VQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-26ZlDbBbVxw/AAAAAAAAAAI/AAAAAAAAAAA/ChDxd_9zzfk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-26ZlDbBbVxw/AAAAAAAAAAI/AAAAAAAAAAA/ChDxd_9zzfk/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-26ZlDbBbVxw/AAAAAAAAAAI/AAAAAAAAAAA/ChDxd_9zzfk/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
49,김밀란,,UCUrb3rKWxPbKqFnXK8vMWwQ,https://yt3.ggpht.com/-Miy_hHXkpUk/AAAAAAAAAAI/AAAAAAAAAAA/kydIyjIfIUs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/neCSuZuVvdMlWHP8JxYbix7K9Xs""",XMm1RFsYKmtAqoa2erMGw-OCJYLxauTYM6yQLbhpfXc,youtube#subscription,"{'publishedAt': '2019-10-05T16:31:52.590Z', 'title': '김밀란', 'description': '', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCUrb3rKWxPbKqFnXK8vMWwQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Miy_hHXkpUk/AAAAAAAAAAI/AAAAAAAAAAA/kydIyjIfIUs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Miy_hHXkpUk/AAAAAAAAAAI/AAAAAAAAAAA/kydIyjIfIUs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Miy_hHXkpUk/AAAAAAAAAAI/AAAAAAAAAAA/kydIyjIfIUs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
50,피지컬갤러리,"재밌고 유익한 체형교정과 재활 정보를 알려주는 빡빡이 아저씨를 볼 수 있는 채널.

제휴
- amit G alon (Muscle&Motion)

제공되는 정보들은 의학적 진단, 진료 혹은 치료를 대신하려는 목적이 아니며, 건강상태에 관한 의문점이나 걱정이 있다면 실제 전문의사/전문가를 찾아 진단을 받아야 합니다.

100k 2018 04 09
200k 2018 06 30
450k 2018 12 28",UCdtRAcd3L_UpV4tMXCw63NQ,https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/DwWdmFGCG6P1PslTjmyZDELFkaY""",XMm1RFsYKmsKG2GYc6kuBiykUlShx62h9ZiHEpEmI4Q,youtube#subscription,"{'publishedAt': '2018-12-12T10:43:42.754Z', 'title': '피지컬갤러리', 'description': '재밌고 유익한 체형교정과 재활 정보를 알려주는 빡빡이 아저씨를 볼 수 있는 채널.\n\n제휴\n- amit G alon (Muscle&Motion)\n\n제공되는 정보들은 의학적 진단, 진료 혹은 치료를 대신하려는 목적이 아니며, 건강상태에 관한 의문점이나 걱정이 있다면 실제 전문의사/전문가를 찾아 진단을 받아야 합니다.\n\n100k 2018 04 09\n200k 2018 06 30\n450k 2018 12 28', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCdtRAcd3L_UpV4tMXCw63NQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
51,hoonilife,"안녕하세요

출생은 
한국 경기도 용인
현재는
일본 홋카이도 삿뽀로 거주
언제나 
자칭 아지트에서 영상제작중

크리에이터의 길을 가겠다고 결심한
40대 아재 후니아재입니다

많은 응원부탁드립니다 

여러문의는 ↓↓

메일 hoon2136@gmail.com
또는
인스타그램 @hoon2136 DM으로
연락주세요",UCP7p2SX81x6hEXnmVDCPR7g,https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/BenT0YzjCulOSg2WfyMmZBxiyF4""",XMm1RFsYKmsKG2GYc6kuBv2HWcWG1qRlcXoBz2wjZsk,youtube#subscription,"{'publishedAt': '2019-12-06T14:52:24.088Z', 'title': 'hoonilife', 'description': '안녕하세요\n\n출생은 \n한국 경기도 용인\n현재는\n일본 홋카이도 삿뽀로 거주\n언제나 \n자칭 아지트에서 영상제작중\n\n크리에이터의 길을 가겠다고 결심한\n40대 아재 후니아재입니다\n\n많은 응원부탁드립니다 \n\n여러문의는 ↓↓\n\n메일 hoon2136@gmail.com\n또는\n인스타그램 @hoon2136 DM으로\n연락주세요', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCP7p2SX81x6hEXnmVDCPR7g'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
