,etag,id,kind,snippet
46,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/bpQDD6TM0e4MtDvauhpQkAkRWb0""",XMm1RFsYKmtAqoa2erMGw4Ud7AlbBxVEne2zWrR1BXA,youtube#subscription,"{'publishedAt': '2020-04-04T02:30:47.070Z', 'title': 'Gaurav Sen', 'description': 'Algorithms and System Design is a powerful combination! \nHere are some things I talk about: \n1) Competitive programming\n2) System design\n3) Artificial intelligence\n\nSubscribe for the latest updates!\nYou can catch me in the links mentioned below.', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCRPMAqdtSgd0Ipeef7iFsKw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-3yXCBzwvROk/AAAAAAAAAAI/AAAAAAAAAAA/3JIX0IjmkA4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-3yXCBzwvROk/AAAAAAAAAAI/AAAAAAAAAAA/3JIX0IjmkA4/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-3yXCBzwvROk/AAAAAAAAAAI/AAAAAAAAAAA/3JIX0IjmkA4/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
47,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/Z2M_vf2UFARu-M9Ia3r6CEoQ548""",XMm1RFsYKmsKG2GYc6kuBmUPMc03_YDba2h6pByNffc,youtube#subscription,"{'publishedAt': '2018-05-19T23:55:21.550Z', 'title': '씨즐 Sizzle', 'description': 'Sizzle - Entertainment Cooking Vlog', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCo1FPeP7toPbyxMs18Di0VQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-26ZlDbBbVxw/AAAAAAAAAAI/AAAAAAAAAAA/ChDxd_9zzfk/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-26ZlDbBbVxw/AAAAAAAAAAI/AAAAAAAAAAA/ChDxd_9zzfk/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-26ZlDbBbVxw/AAAAAAAAAAI/AAAAAAAAAAA/ChDxd_9zzfk/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
48,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/neCSuZuVvdMlWHP8JxYbix7K9Xs""",XMm1RFsYKmtAqoa2erMGw-OCJYLxauTYM6yQLbhpfXc,youtube#subscription,"{'publishedAt': '2019-10-05T16:31:52.590Z', 'title': '김밀란', 'description': '', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCUrb3rKWxPbKqFnXK8vMWwQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Miy_hHXkpUk/AAAAAAAAAAI/AAAAAAAAAAA/kydIyjIfIUs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Miy_hHXkpUk/AAAAAAAAAAI/AAAAAAAAAAA/kydIyjIfIUs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Miy_hHXkpUk/AAAAAAAAAAI/AAAAAAAAAAA/kydIyjIfIUs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
49,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/mNPlljW6lVNpsd_tR9om2J63h6E""",XMm1RFsYKmsKG2GYc6kuBoLnVZpGFHktJodeoSOC1ZY,youtube#subscription,"{'publishedAt': '2020-02-19T08:48:32.311Z', 'title': '널 위한 문화예술', 'description': ""새로운 감각을 일깨워주고, 영감을 주며, 새로운 세계관을 열어주는 문화예술 이야기\n\n갖고 놀만한 예술이야기를 \n맛있게 전달하는, \n문화예술 미디어스타트업 '널 위한 문화예술'입니다!!\n\n협업문의는 info@artculture4u.kr 로!"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCZr3cu75jx6Sz-6KRQ50ySA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-tT9Gka_USog/AAAAAAAAAAI/AAAAAAAAAAA/KE6V3MG7JR8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-tT9Gka_USog/AAAAAAAAAAI/AAAAAAAAAAA/KE6V3MG7JR8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-tT9Gka_USog/AAAAAAAAAAI/AAAAAAAAAAA/KE6V3MG7JR8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
50,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/DwWdmFGCG6P1PslTjmyZDELFkaY""",XMm1RFsYKmsKG2GYc6kuBiykUlShx62h9ZiHEpEmI4Q,youtube#subscription,"{'publishedAt': '2018-12-12T10:43:42.754Z', 'title': '피지컬갤러리', 'description': '재밌고 유익한 체형교정과 재활 정보를 알려주는 빡빡이 아저씨를 볼 수 있는 채널.\n\n제휴\n- amit G alon (Muscle&Motion)\n\n제공되는 정보들은 의학적 진단, 진료 혹은 치료를 대신하려는 목적이 아니며, 건강상태에 관한 의문점이나 걱정이 있다면 실제 전문의사/전문가를 찾아 진단을 받아야 합니다.\n\n100k 2018 04 09\n200k 2018 06 30\n450k 2018 12 28', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCdtRAcd3L_UpV4tMXCw63NQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Uw7DBaK-Fkw/AAAAAAAAAAI/AAAAAAAAAAA/wH6qyQifD3w/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
51,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/BenT0YzjCulOSg2WfyMmZBxiyF4""",XMm1RFsYKmsKG2GYc6kuBv2HWcWG1qRlcXoBz2wjZsk,youtube#subscription,"{'publishedAt': '2019-12-06T14:52:24.088Z', 'title': 'hoonilife', 'description': '안녕하세요\n\n출생은 \n한국 경기도 용인\n현재는\n일본 홋카이도 삿뽀로 거주\n언제나 \n자칭 아지트에서 영상제작중\n\n크리에이터의 길을 가겠다고 결심한\n40대 아재 후니아재입니다\n\n많은 응원부탁드립니다 \n\n여러문의는 ↓↓\n\n메일 hoon2136@gmail.com\n또는\n인스타그램 @hoon2136 DM으로\n연락주세요', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCP7p2SX81x6hEXnmVDCPR7g'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-aWl015fbq9A/AAAAAAAAAAI/AAAAAAAAAAA/uRo9SEKTWqs/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
52,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/NU1Z-v1mxr0MsISionJTjleXL-8""",XMm1RFsYKmvBkbp-hf4RyucVLbgUC1oInV2Hs4FN3zs,youtube#subscription,"{'publishedAt': '2020-03-11T14:01:55.376Z', 'title': 'Clicker', 'description': 'Hello! \nThis is a Clicker that produces videos in stop motion.\n\nStop motion take a lot of time and labor to produce.\nEven if it’s not a video with fancy CG, And through the analog vibes that only the video has,\nI want the viewers to experience a moment of healing and pleasure from the unique atmosphere of stop motion. ☺\n\n-\n안녕하세요! \n스톱모션으로 영상을 제작하는 Clicker 입니다.\n\n스톱모션 영상은 제작하는 과정에 많은 시간과 노동이 들어가지만,\n그 영상만이 가지고 있는 아날로그한 감성을 통해 화려한 CG를 가진 영상이 아니더라도,\n보는 사람들로 하여금 스톱모션 고유의 분위기로 잠깐의 힐링과 즐거움을 얻고 가셨으면 합니다. :)', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCEj3EHFwSOfadwufHnZlNNQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-pEw3Tb5t5SM/AAAAAAAAAAI/AAAAAAAAAAA/UjE5nWFrwWY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-pEw3Tb5t5SM/AAAAAAAAAAI/AAAAAAAAAAA/UjE5nWFrwWY/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-pEw3Tb5t5SM/AAAAAAAAAAI/AAAAAAAAAAA/UjE5nWFrwWY/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
53,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/XYBp8nPe5VWc8Ht5dZ0reJPGalA""",XMm1RFsYKmtAqoa2erMGw1RqcSMe4T0DC-rKXNGTYc4,youtube#subscription,"{'publishedAt': '2020-04-04T05:01:27.768Z', 'title': 'You Han Lee', 'description': ""카이스트에서 Computational chemistry 를 전공하고\n현재 한국원자력연구원에서 Data science 업무를 맡고 있습니다.\n\nDS, DL, ML 을 공부하기에 캐글이 최고입니다.\n\n캐글 대회 팁을 마음껏 나눠보려고 합니다.\n\nI majored in Computational chemistry at KAIST.\nCurrently, I'm in charge of data science at the Korea Atomic Energy Research Institute.\n\nKaggle is the best for studying DS, DL, ML.\n\nI would like to share the tips of the Kaggle Tour in my channel."", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC--LgKcZVgffjsxudoXg5pQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-SjETwqADck0/AAAAAAAAAAI/AAAAAAAAAAA/ANROl9DiLWc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-SjETwqADck0/AAAAAAAAAAI/AAAAAAAAAAA/ANROl9DiLWc/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-SjETwqADck0/AAAAAAAAAAI/AAAAAAAAAAA/ANROl9DiLWc/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
54,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/DeLzs8Fg1NySSxaFeWMMhkDJAaY""",XMm1RFsYKmtAqoa2erMGwwPubZdnxc_GLMsweTzmn60,youtube#subscription,"{'publishedAt': '2020-03-15T12:34:22.178Z', 'title': '선우정아 / Sunwoojunga', 'description': '', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC1vXYaW1fjBrncwFoOqHaaQ'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-_krQ0Q7ZXUg/AAAAAAAAAAI/AAAAAAAAAAA/5XOgSgP7698/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-_krQ0Q7ZXUg/AAAAAAAAAAI/AAAAAAAAAAA/5XOgSgP7698/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-_krQ0Q7ZXUg/AAAAAAAAAAI/AAAAAAAAAAA/5XOgSgP7698/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
55,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/dRIYEQkaxaep15OUxQc-ZlVIE-o""",XMm1RFsYKmtAqoa2erMGw5vXYHUplG5f0FSBXtPfMjs,youtube#subscription,"{'publishedAt': '2018-12-29T05:33:56.686Z', 'title': 'na 982', 'description': 'IT회사 입사자를 대상으로 코딩테스트 강의를 올리고있습니다\n주로 삼성 SW역량평가 기출문제를 다루고 있습니다\n함께 공부하시면 꼭 합격하실수 있습니다', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC_KRcBNnFQoN6EsvG87H6cg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-NGdrwpVLxrg/AAAAAAAAAAI/AAAAAAAAAAA/Ujwg0vtZQ38/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-NGdrwpVLxrg/AAAAAAAAAAI/AAAAAAAAAAA/Ujwg0vtZQ38/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-NGdrwpVLxrg/AAAAAAAAAAI/AAAAAAAAAAA/Ujwg0vtZQ38/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
56,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/XKlM-WrpFrQo6WGffxMZ_i-Agbs""",XMm1RFsYKmtAqoa2erMGw_pNhnheYlXpqKLrUCPQRJ8,youtube#subscription,"{'publishedAt': '2018-06-19T16:59:47.438Z', 'title': 'naver d2', 'description': 'NAVER D2(https://d2.naver.com)의 공식 YOUTUBE 채널입니다. \n\n더욱 다양한 영상을 보시려면 NAVER Engineering TV를 참고하세요. https://tv.naver.com/naverd2', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCNrehnUq7Il-J7HQxrzp7CA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-XgU_sJ781Z8/AAAAAAAAAAI/AAAAAAAAAAA/cbNHDCrIxwg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-XgU_sJ781Z8/AAAAAAAAAAI/AAAAAAAAAAA/cbNHDCrIxwg/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-XgU_sJ781Z8/AAAAAAAAAAI/AAAAAAAAAAA/cbNHDCrIxwg/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
57,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/4YvBfxoMSe9j72rLdLJQQz__VCM""",XMm1RFsYKmvBkbp-hf4RyrSqD8yO4fBtO5MEbNe60vg,youtube#subscription,"{'publishedAt': '2019-04-07T10:19:50.698Z', 'title': '사물궁이 잡학지식', 'description': 'Samulgoongi tells stories in answering random questions that anyone might have thought of, but did not find the answer to.\n\n- Contact  : facebookspeedwg@gmail.com\n\n Copyright. Samulgoongi. All rights reserved', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC7F6UDq3gykPZHWRhrj_BDw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-tJ09G-xduk0/AAAAAAAAAAI/AAAAAAAAAAA/U6_tSddJ_hc/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-tJ09G-xduk0/AAAAAAAAAAI/AAAAAAAAAAA/U6_tSddJ_hc/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-tJ09G-xduk0/AAAAAAAAAAI/AAAAAAAAAAA/U6_tSddJ_hc/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
58,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/v9CMR64Cx7PTL4RizjSxtzlQjDs""",XMm1RFsYKmtAqoa2erMGw2cUFxDbHbd6rOBhH5P9b4g,youtube#subscription,"{'publishedAt': '2019-12-04T10:02:29.888Z', 'title': 'EO', 'description': 'Entrepreneurship&Opportunities', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCQ2DWm5Md16Dc3xRwwhVE7Q'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-_RW3zhqfZnA/AAAAAAAAAAI/AAAAAAAAAAA/QosXP6ue9wg/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-_RW3zhqfZnA/AAAAAAAAAAI/AAAAAAAAAAA/QosXP6ue9wg/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-_RW3zhqfZnA/AAAAAAAAAAI/AAAAAAAAAAA/QosXP6ue9wg/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
59,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/l5UHP_WlWfGQVythCwLHlXBjpe8""",XMm1RFsYKmtAqoa2erMGw7_kX7I4hKOkMtuSbTzZfLo,youtube#subscription,"{'publishedAt': '2018-06-26T04:38:25.278Z', 'title': 'Google Developers', 'description': 'The Google Developers channel features talks from events, educational series, best practices, tips, and the latest updates across our products and platforms.', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC_x5XG1OV2P6uZZ5FSM9Ttw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Fgp8KFpgQqE/AAAAAAAAAAI/AAAAAAAAAAA/Wyh1vV5Up0I/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Fgp8KFpgQqE/AAAAAAAAAAI/AAAAAAAAAAA/Wyh1vV5Up0I/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Fgp8KFpgQqE/AAAAAAAAAAI/AAAAAAAAAAA/Wyh1vV5Up0I/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
60,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/sgMwAYnMdloGJZY8Op5NUZO668g""",XMm1RFsYKmtAqoa2erMGwxNPknlwVmFFD2j3mm6WL_w,youtube#subscription,"{'publishedAt': '2019-04-24T13:44:58.504Z', 'title': '이과장', 'description': 'managerlee18@gmail.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCtfriFvIe5gIe8wRWb8UTMg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-B5wdaQvfSDo/AAAAAAAAAAI/AAAAAAAAAAA/bxh0oe5o2lQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-B5wdaQvfSDo/AAAAAAAAAAI/AAAAAAAAAAA/bxh0oe5o2lQ/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-B5wdaQvfSDo/AAAAAAAAAAI/AAAAAAAAAAA/bxh0oe5o2lQ/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
61,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/bw9o88rDqiX1MGukPTyFKtzaPXk""",XMm1RFsYKmsKG2GYc6kuBtCtc3z7bIEWFjqIjzQPBr0,youtube#subscription,"{'publishedAt': '2019-01-31T17:01:59.753Z', 'title': '9bul', 'description': '영화보다 재밌는 병맛리뷰', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCb_GEWOGkCTXawWZKDtALwg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-Qf-4f7pqZiE/AAAAAAAAAAI/AAAAAAAAAAA/S2PlqVor9d8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-Qf-4f7pqZiE/AAAAAAAAAAI/AAAAAAAAAAA/S2PlqVor9d8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-Qf-4f7pqZiE/AAAAAAAAAAI/AAAAAAAAAAA/S2PlqVor9d8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
62,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/lE-o4-6nnRcHcLaooRaHX6SLxFQ""",XMm1RFsYKmtAqoa2erMGw-cYPc-5aU4v0b16Fd91ZZY,youtube#subscription,"{'publishedAt': '2019-06-20T13:25:43.801Z', 'title': '스브스뉴스 SUBUSU NEWS', 'description': '뉴스에는 위아래가 없다! SBS 스브스뉴스', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCQabORQKQRHP-iUqe-xIFvg'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-2a4UJZbC5bI/AAAAAAAAAAI/AAAAAAAAAAA/cwXD3fUGyQ8/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-2a4UJZbC5bI/AAAAAAAAAAI/AAAAAAAAAAA/cwXD3fUGyQ8/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-2a4UJZbC5bI/AAAAAAAAAAI/AAAAAAAAAAA/cwXD3fUGyQ8/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
63,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/uwv5WwoClDAwVwkEojOvj2UBGec""",XMm1RFsYKmtAqoa2erMGw31gfo_33MykamgjFD6mtlw,youtube#subscription,"{'publishedAt': '2018-01-25T18:04:03.668Z', 'title': 'sanggung상궁', 'description': '영화를 더 재미있게 많은 사람들에게 전달하는 영상을 제작하는 채널입니다.\n\n-비지니스 문의 : sanggung4@gmail.com\n\n-인스타 그램 : https://www.instagram.com/sang__gung/', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCZUjLw9C0Tt3VECAhQO9buA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-tgSSsMpCcOM/AAAAAAAAAAI/AAAAAAAAAAA/NMF0frNV9TI/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-tgSSsMpCcOM/AAAAAAAAAAI/AAAAAAAAAAA/NMF0frNV9TI/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-tgSSsMpCcOM/AAAAAAAAAAI/AAAAAAAAAAA/NMF0frNV9TI/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
64,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/VBTgWAbctlGfjldy4rGJGp8PHHk""",XMm1RFsYKmtAqoa2erMGw3m2c8dmgz3lvEb1GNxT_7M,youtube#subscription,"{'publishedAt': '2019-05-14T06:43:58.782Z', 'title': '임다TV', 'description': 'BJ★임다★ 의 생방송을 보시려면 → http://www.afreecatv.com/en9473 (여기 들어오셔서 즐찾 클릭클릭!)\n광고&행사 문의 : rkdenghl@naver.com', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCwZTeeKyb1hT6sg8tfOaZiA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-cviPf5TS7Fc/AAAAAAAAAAI/AAAAAAAAAAA/3oHZiSYaqT0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-cviPf5TS7Fc/AAAAAAAAAAI/AAAAAAAAAAA/3oHZiSYaqT0/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-cviPf5TS7Fc/AAAAAAAAAAI/AAAAAAAAAAA/3oHZiSYaqT0/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
65,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/-AXo-PBjsxz-QngK3u-JMVJiY3g""",XMm1RFsYKmvBkbp-hf4Ryub4cPTtANqTnxgk0HqEz_U,youtube#subscription,"{'publishedAt': '2019-07-30T16:41:47.970Z', 'title': '건강과 운동은 과학이다', 'description': '운동을 가장 효율적으로 하는 방법', 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UCEA3N0xM_-OaKrOWg25-VOA'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-pwQuILinIXA/AAAAAAAAAAI/AAAAAAAAAAA/C-bLZl7zWLo/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-pwQuILinIXA/AAAAAAAAAAI/AAAAAAAAAAA/C-bLZl7zWLo/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-pwQuILinIXA/AAAAAAAAAAI/AAAAAAAAAAA/C-bLZl7zWLo/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
66,"""xwzn9fn_LczrfK9QS3iZcGzqRGs/_nOlPvF3sAh9fwZmxmZcLKhd01g""",XMm1RFsYKmsKG2GYc6kuBtILxxjOsT1Wd_OLrL_7b-g,youtube#subscription,"{'publishedAt': '2019-03-16T06:40:29.569Z', 'title': 'GoGoMovie 고고무비', 'description': ""세상에 재미없는 영화는 없다!\n존재하는 모든영화를 '소개'하다.\n\n유명하지 않은 영화들이\n많이 알려졌으면 하는 마음에\n만든 채널입니다.\n\n숨은 명작 찾기!\n저는 여러분이 몰랐던 영화를\n수면위로 올리기만 할 뿐,\n제가 소개한 영화들은 '직접' 보시는 것을\n권장합니다.\n\n오늘도 좋은 하루 보내세요!"", 'resourceId': {'kind': 'youtube#channel', 'channelId': 'UC9xVGd0xuRsYmla53YAIkJw'}, 'channelId': 'UCWTLxUY-0lkcLHFYz3swO1Q', 'thumbnails': {'default': {'url': 'https://yt3.ggpht.com/-37yccGajvCs/AAAAAAAAAAI/AAAAAAAAAAA/AJytOVP200k/s88-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'medium': {'url': 'https://yt3.ggpht.com/-37yccGajvCs/AAAAAAAAAAI/AAAAAAAAAAA/AJytOVP200k/s240-c-k-no-mo-rj-c0xffffff/photo.jpg'}, 'high': {'url': 'https://yt3.ggpht.com/-37yccGajvCs/AAAAAAAAAAI/AAAAAAAAAAA/AJytOVP200k/s800-c-k-no-mo-rj-c0xffffff/photo.jpg'}}}"
